# Residuals   
# Time        	p             	Ux            	Uy            
0             	N/A	N/A
433           	6.870656e-06	9.810125e-06	1.226548e-05
434           	6.899140e-06	9.810636e-06	1.231118e-05
435           	7.249569e-06	9.803061e-06	1.251958e-05
436           	7.192908e-06	9.803401e-06	1.224236e-05
437           	7.072441e-06	9.794764e-06	1.221680e-05
438           	7.376848e-06	9.798464e-06	1.231640e-05
439           	7.488885e-06	9.789362e-06	1.191402e-05
440           	7.495800e-06	9.788759e-06	1.174326e-05
441           	7.444130e-06	9.781327e-06	1.188324e-05
442           	7.711233e-06	9.781656e-06	1.171936e-05
443           	7.610106e-06	9.771682e-06	1.160281e-05
444           	7.817857e-06	9.772699e-06	1.186216e-05
445           	7.718611e-06	9.764553e-06	1.158812e-05
446           	7.662022e-06	9.765539e-06	1.157345e-05
447           	7.914568e-06	9.756981e-06	1.128830e-05
448           	8.091336e-06	9.758329e-06	1.137528e-05
449           	7.866311e-06	9.750786e-06	1.144271e-05
450           	7.973886e-06	9.751689e-06	1.135109e-05
451           	7.974416e-06	9.745193e-06	1.163139e-05
452           	8.103740e-06	9.746148e-06	1.146694e-05
453           	7.924206e-06	9.737952e-06	1.144416e-05
454           	7.935380e-06	9.739423e-06	1.143957e-05
455           	7.877214e-06	9.733922e-06	1.160639e-05
456           	7.984690e-06	9.734860e-06	1.142511e-05
457           	7.853392e-06	9.730656e-06	1.187476e-05
458           	7.942853e-06	9.731786e-06	1.174447e-05
459           	7.976066e-06	9.731846e-06	1.259791e-05
460           	8.074353e-06	9.732737e-06	1.233719e-05
461           	7.860559e-06	9.722838e-06	1.209788e-05
462           	8.149353e-06	9.723062e-06	1.186190e-05
463           	7.812260e-06	9.714391e-06	1.171236e-05
464           	7.655723e-06	9.715278e-06	1.159027e-05
465           	7.526085e-06	9.708004e-06	1.163081e-05
466           	7.459290e-06	9.709761e-06	1.145338e-05
467           	7.194006e-06	9.707388e-06	1.180247e-05
468           	7.200135e-06	9.709403e-06	1.167920e-05
469           	7.131000e-06	9.703321e-06	1.216222e-05
470           	7.021347e-06	9.704932e-06	1.203781e-05
471           	6.829564e-06	9.699994e-06	1.222656e-05
472           	6.955633e-06	9.700812e-06	1.201488e-05
473           	6.729316e-06	9.692306e-06	1.190979e-05
474           	6.886647e-06	9.697207e-06	1.205454e-05
475           	6.841546e-06	9.689060e-06	1.177316e-05
476           	6.791212e-06	9.692777e-06	1.217102e-05
477           	6.819951e-06	9.685159e-06	1.220039e-05
478           	6.953341e-06	9.685784e-06	1.191976e-05
479           	6.554348e-06	9.680288e-06	1.189442e-05
480           	6.862982e-06	9.682543e-06	1.171103e-05
481           	6.848900e-06	9.676457e-06	1.164030e-05
482           	7.019168e-06	9.678729e-06	1.154616e-05
483           	6.946533e-06	9.673249e-06	1.160074e-05
484           	6.787520e-06	9.681081e-06	1.184919e-05
485           	6.814274e-06	9.674190e-06	1.184892e-05
486           	6.822267e-06	9.674824e-06	1.158477e-05
487           	6.633719e-06	9.666670e-06	1.157768e-05
488           	6.804607e-06	9.667955e-06	1.137956e-05
489           	6.887410e-06	9.661480e-06	1.152261e-05
